ucas_provider,cah1,exposure_alljobs_beta,n_people
E59 Edinburgh Napier University,(CAH01) medicine and dentistry,0.36416573908736,35
E59 Edinburgh Napier University,(CAH02) subjects allied to medicine,0.362966152737963,447
E59 Edinburgh Napier University,(CAH03) biological and sport sciences,0.441496367483138,260
E59 Edinburgh Napier University,(CAH10) engineering and technology,0.532250717838146,1538
E59 Edinburgh Napier University,(CAH11) computing,0.635488422675356,34
E59 Edinburgh Napier University,"(CAH13) architecture, building and planning",0.449466763392431,49
E59 Edinburgh Napier University,(CAH15) social sciences,0.47914062254187,27
E59 Edinburgh Napier University,(CAH16) law,0.487421658771209,361
E59 Edinburgh Napier University,(CAH17) business and management,0.502124548933709,3942
E70 University of Essex,(CAH01) medicine and dentistry,0.518592940504981,27
E70 University of Essex,(CAH02) subjects allied to medicine,0.381520646236134,64
E70 University of Essex,(CAH03) biological and sport sciences,0.464096217996965,206
E70 University of Essex,(CAH09) mathematical sciences,0.537403838679223,205
E70 University of Essex,(CAH10) engineering and technology,0.611477777045655,910
E70 University of Essex,(CAH11) computing,0.469634326443289,32
E70 University of Essex,"(CAH13) architecture, building and planning",0.450376394222233,13
E70 University of Essex,(CAH15) social sciences,0.535641365823487,1316
E70 University of Essex,(CAH16) law,0.487862234775151,1268
E70 University of Essex,(CAH17) business and management,0.507216748896709,2992
E70 University of Essex,(CAH22) education and teaching,0.384086158881121,85
E76 University of the Built Environment,(CAH17) business and management,0.478574341044313,361
E81 Exeter College,(CAH10) engineering and technology,0.355831223091871,26
E81 Exeter College,(CAH17) business and management,0.483054120191688,27
E84 University of Exeter,(CAH01) medicine and dentistry,0.420399039522077,155
E84 University of Exeter,(CAH03) biological and sport sciences,0.45802368144342,715
E84 University of Exeter,(CAH07) physical sciences,0.519306776222243,485
E84 University of Exeter,(CAH09) mathematical sciences,0.548131019263241,943
E84 University of Exeter,(CAH10) engineering and technology,0.546625530513484,969
E84 University of Exeter,(CAH11) computing,0.539688580831006,23
E84 University of Exeter,(CAH15) social sciences,0.526387367953958,2300
E84 University of Exeter,(CAH16) law,0.484867976444195,1779
E84 University of Exeter,(CAH17) business and management,0.514777785560024,3907
E84 University of Exeter,(CAH22) education and teaching,0.430331321614576,157
F33 Falmouth University,(CAH10) engineering and technology,0.563615916870016,22
F33 Falmouth University,"(CAH13) architecture, building and planning",0.454247905334443,57
F33 Falmouth University,(CAH17) business and management,0.471190232947407,417
F66 University Centre Farnborough,(CAH10) engineering and technology,0.504299239104271,90
F66 University Centre Farnborough,(CAH11) computing,0.558479884951144,15
F66 University Centre Farnborough,(CAH17) business and management,0.441172881418072,91
F66 University Centre Farnborough,(CAH22) education and teaching,0.428224196442948,22
F70 Fashion Retail Academy,(CAH17) business and management,0.496217424274959,157
G09 Gateshead College,(CAH10) engineering and technology,0.529668636000596,14
G09 Gateshead College,(CAH17) business and management,0.499783976767102,25
G28 University of Glasgow,(CAH01) medicine and dentistry,0.381605345773641,518
G28 University of Glasgow,(CAH02) subjects allied to medicine,0.3905446752202,96
G28 University of Glasgow,(CAH03) biological and sport sciences,0.459659728151296,581
G28 University of Glasgow,(CAH07) physical sciences,0.489769889163708,614
G28 University of Glasgow,(CAH09) mathematical sciences,0.561966751006821,676
G28 University of Glasgow,(CAH10) engineering and technology,0.526140733868271,1205
G28 University of Glasgow,"(CAH13) architecture, building and planning",0.543570722334309,10
G28 University of Glasgow,(CAH15) social sciences,0.524858163339926,129
G28 University of Glasgow,(CAH16) law,0.477680598448429,1366
G28 University of Glasgow,(CAH17) business and management,0.515632656292909,891
G28 University of Glasgow,(CAH22) education and teaching,0.363779192540475,236
G42 Glasgow Caledonian University,(CAH01) medicine and dentistry,0.336405190252315,11
G42 Glasgow Caledonian University,(CAH02) subjects allied to medicine,0.387957139327223,464
G42 Glasgow Caledonian University,(CAH03) biological and sport sciences,0.45817209215618,96
G42 Glasgow Caledonian University,(CAH07) physical sciences,0.447198083447155,57
G42 Glasgow Caledonian University,(CAH09) mathematical sciences,0.565409215782114,29
G42 Glasgow Caledonian University,(CAH10) engineering and technology,0.526149278489814,2305
G42 Glasgow Caledonian University,(CAH11) computing,0.596210980567022,30
G42 Glasgow Caledonian University,(CAH15) social sciences,0.511858408418207,67
G42 Glasgow Caledonian University,(CAH16) law,0.483847328063209,329
G42 Glasgow Caledonian University,(CAH17) business and management,0.495012544372941,6032
G43 Glasgow School of Art,(CAH10) engineering and technology,0.498268644864932,25
G43 Glasgow School of Art,"(CAH13) architecture, building and planning",0.474062162875782,456
G45 Gloucestershire College,(CAH10) engineering and technology,0.471091760004217,13
G50 University of Gloucestershire,(CAH02) subjects allied to medicine,0.336033558088179,14
G50 University of Gloucestershire,(CAH03) biological and sport sciences,0.424668184739199,119
G50 University of Gloucestershire,(CAH10) engineering and technology,0.550385936534576,276
G50 University of Gloucestershire,(CAH11) computing,0.608352232748686,106
G50 University of Gloucestershire,"(CAH13) architecture, building and planning",0.367635822385501,155
G50 University of Gloucestershire,(CAH16) law,0.494540701677016,243
G50 University of Gloucestershire,(CAH17) business and management,0.50394820846479,2867
G50 University of Gloucestershire,(CAH22) education and teaching,0.39495384283195,646
"G56 Goldsmiths, University of London",(CAH10) engineering and technology,0.60419923556388,486
"G56 Goldsmiths, University of London",(CAH11) computing,0.544969022337774,27
"G56 Goldsmiths, University of London",(CAH15) social sciences,0.506241984132731,311
"G56 Goldsmiths, University of London",(CAH16) law,0.479007328666756,13
"G56 Goldsmiths, University of London",(CAH17) business and management,0.494555240399833,315
"G56 Goldsmiths, University of London",(CAH22) education and teaching,0.395330400442746,159
G70 University of Greenwich,(CAH01) medicine and dentistry,0.345035778746498,18
G70 University of Greenwich,(CAH02) subjects allied to medicine,0.374894154197744,260
G70 University of Greenwich,(CAH03) biological and sport sciences,0.512583110225577,21
G70 University of Greenwich,(CAH07) physical sciences,0.451581292733545,123
G70 University of Greenwich,(CAH09) mathematical sciences,0.547073154296696,506
G70 University of Greenwich,(CAH10) engineering and technology,0.566290356064381,2102
G70 University of Greenwich,(CAH11) computing,0.585208166429355,103
G70 University of Greenwich,"(CAH13) architecture, building and planning",0.467476871334629,546
G70 University of Greenwich,(CAH15) social sciences,0.537938417684606,485
G70 University of Greenwich,(CAH16) law,0.494188695083663,627
G70 University of Greenwich,(CAH17) business and management,0.505198082906473,7284
G70 University of Greenwich,(CAH22) education and teaching,0.390139293151609,886
H04 Halesowen College,(CAH11) computing,0.580345315782375,16
H04 Halesowen College,(CAH17) business and management,0.498647107993497,15
H12 Harper Adams University,(CAH02) subjects allied to medicine,0.262753973504895,44
H12 Harper Adams University,(CAH10) engineering and technology,0.46155942239648,244
H12 Harper Adams University,(CAH17) business and management,0.434534214381898,1379
H19 Heart of Worcestershire College,(CAH10) engineering and technology,0.469718512820388,15
H22 Hartpury University,(CAH02) subjects allied to medicine,0.267480044556829,36
H22 Hartpury University,(CAH03) biological and sport sciences,0.405798316197705,10
H22 Hartpury University,(CAH17) business and management,0.420803375164164,176
H22 Hartpury University,(CAH22) education and teaching,0.388975903935019,22
H24 Heriot-Watt University,(CAH03) biological and sport sciences,0.459034471810619,201
H24 Heriot-Watt University,(CAH07) physical sciences,0.483040919995381,318
H24 Heriot-Watt University,(CAH09) mathematical sciences,0.551123799905733,444
H24 Heriot-Watt University,(CAH10) engineering and technology,0.526956225610527,1326
H24 Heriot-Watt University,(CAH11) computing,0.595319096928229,62
H24 Heriot-Watt University,"(CAH13) architecture, building and planning",0.404521639522952,19
H24 Heriot-Watt University,(CAH15) social sciences,0.52586788376705,37
H24 Heriot-Watt University,(CAH17) business and management,0.501611788722658,1251
H36 University of Hertfordshire,(CAH02) subjects allied to medicine,0.3899753880615,438
H36 University of Hertfordshire,(CAH03) biological and sport sciences,0.455914983659541,113
H36 University of Hertfordshire,(CAH07) physical sciences,0.526176434702694,142
H36 University of Hertfordshire,(CAH09) mathematical sciences,0.553038854042092,406
H36 University of Hertfordshire,(CAH10) engineering and technology,0.561799846252613,3238
H36 University of Hertfordshire,(CAH11) computing,0.624485076587105,267
H36 University of Hertfordshire,"(CAH13) architecture, building and planning",0.472762156693409,254
H36 University of Hertfordshire,(CAH15) social sciences,0.52962644005473,522
H36 University of Hertfordshire,(CAH16) law,0.493235957054216,1794
H36 University of Hertfordshire,(CAH17) business and management,0.514323494088528,7677
H36 University of Hertfordshire,(CAH22) education and teaching,0.374869137106132,586
H37 Hertford Regional College,(CAH10) engineering and technology,0.600373381527781,16
H37 Hertford Regional College,(CAH17) business and management,0.478484550035996,17
H49 University of the Highlands and Islands (UHI),(CAH02) subjects allied to medicine,0.345102989819209,12
H49 University of the Highlands and Islands (UHI),(CAH10) engineering and technology,0.457039971176547,421
H49 University of the Highlands and Islands (UHI),(CAH17) business and management,0.459126231020912,493
H49 University of the Highlands and Islands (UHI),(CAH22) education and teaching,0.355440409109644,38
H60 University of Huddersfield,(CAH02) subjects allied to medicine,0.374988747839655,119
H60 University of Huddersfield,(CAH03) biological and sport sciences,0.491551165351732,180
H60 University of Huddersfield,(CAH07) physical sciences,0.46804870985685,222
H60 University of Huddersfield,(CAH10) engineering and technology,0.55145517723977,1429
H60 University of Huddersfield,(CAH11) computing,0.604902335089887,125
H60 University of Huddersfield,"(CAH13) architecture, building and planning",0.467076198146774,446
H60 University of Huddersfield,(CAH15) social sciences,0.519478158241756,103
H60 University of Huddersfield,(CAH16) law,0.490746823616625,645
H60 University of Huddersfield,(CAH17) business and management,0.50778741487567,3901
H60 University of Huddersfield,(CAH22) education and teaching,0.430060685221313,588
H65 Hugh Baird College,(CAH17) business and management,0.502923141708664,14
H72 University of Hull,(CAH01) medicine and dentistry,0.463651509759799,33
H72 University of Hull,(CAH02) subjects allied to medicine,0.376510324838453,176
H72 University of Hull,(CAH03) biological and sport sciences,0.44968085056024,510
H72 University of Hull,(CAH07) physical sciences,0.486601619914201,446
H72 University of Hull,(CAH09) mathematical sciences,0.51365856967704,93
H72 University of Hull,(CAH10) engineering and technology,0.577495623427994,1189
H72 University of Hull,(CAH15) social sciences,0.532781963598329,335
H72 University of Hull,(CAH16) law,0.482870943210122,1028
H72 University of Hull,(CAH17) business and management,0.510784094316951,3574
H72 University of Hull,(CAH22) education and teaching,0.38275775016932,353
H73 Hull College,(CAH10) engineering and technology,0.536098087731843,31
H73 Hull College,(CAH17) business and management,0.494012306105314,64
H75 Hull York Medical School,(CAH01) medicine and dentistry,0.437323594033288,99
I50 Imperial College London,(CAH01) medicine and dentistry,0.452633604735897,1158
I50 Imperial College London,(CAH03) biological and sport sciences,0.525493152253751,339
I50 Imperial College London,(CAH07) physical sciences,0.553292364857478,749
I50 Imperial College London,(CAH09) mathematical sciences,0.577856452332709,707
I50 Imperial College London,(CAH10) engineering and technology,0.554325970343492,691
I50 Imperial College London,(CAH15) social sciences,0.522003493806044,34
I50 Imperial College London,(CAH16) law,0.483873758811516,14
I50 Imperial College London,(CAH17) business and management,0.526532232144051,788
I55 Walbrook Institute London,(CAH17) business and management,0.526972779185579,234
K12 Keele University,(CAH01) medicine and dentistry,0.412612061227641,117
K12 Keele University,(CAH02) subjects allied to medicine,0.392860920539456,136
K12 Keele University,(CAH03) biological and sport sciences,0.47868514169763,339
K12 Keele University,(CAH07) physical sciences,0.475517303531207,390
K12 Keele University,(CAH09) mathematical sciences,0.535508183240178,470
K12 Keele University,(CAH10) engineering and technology,0.611640804375181,374
K12 Keele University,(CAH15) social sciences,0.542893554480131,211
K12 Keele University,(CAH16) law,0.495025208510278,1138
K12 Keele University,(CAH17) business and management,0.517498245079113,1688
K12 Keele University,(CAH22) education and teaching,0.44051872405325,89
K24 University of Kent,(CAH03) biological and sport sciences,0.490845161444591,179
K24 University of Kent,(CAH07) physical sciences,0.507499270895919,473
K24 University of Kent,(CAH09) mathematical sciences,0.571546699236798,616
K24 University of Kent,(CAH10) engineering and technology,0.62449524869366,1267
K24 University of Kent,(CAH11) computing,0.655159291127971,79
K24 University of Kent,"(CAH13) architecture, building and planning",0.479185041222927,767
K24 University of Kent,(CAH15) social sciences,0.540370496303892,1193
K24 University of Kent,(CAH16) law,0.492939442998289,2073
K24 University of Kent,(CAH17) business and management,0.519618766400201,4009
"K60 King's College London, University of London",(CAH01) medicine and dentistry,0.446279555033864,1135
"K60 King's College London, University of London",(CAH02) subjects allied to medicine,0.404580818809104,583
"K60 King's College London, University of London",(CAH03) biological and sport sciences,0.474635303788114,155
"K60 King's College London, University of London",(CAH07) physical sciences,0.536452336807585,540
"K60 King's College London, University of London",(CAH09) mathematical sciences,0.56401124357589,734
"K60 King's College London, University of London",(CAH10) engineering and technology,0.606312289597733,1294
"K60 King's College London, University of London",(CAH15) social sciences,0.536468669672025,426
"K60 King's College London, University of London",(CAH16) law,0.491908140607987,1370
"K60 King's College London, University of London",(CAH17) business and management,0.531050312931528,1725
"K60 King's College London, University of London",(CAH22) education and teaching,0.409689266613992,43
K84 Kingston University,(CAH01) medicine and dentistry,0.32285281173577,39
K84 Kingston University,(CAH02) subjects allied to medicine,0.380320111705091,309
K84 Kingston University,(CAH03) biological and sport sciences,0.465438713572502,124
K84 Kingston University,(CAH07) physical sciences,0.482352219125388,167
K84 Kingston University,(CAH09) mathematical sciences,0.566374847985934,260
K84 Kingston University,(CAH10) engineering and technology,0.530639831699824,3377
K84 Kingston University,(CAH11) computing,0.579130525548503,53
K84 Kingston University,"(CAH13) architecture, building and planning",0.474883184459578,699
K84 Kingston University,(CAH15) social sciences,0.523303367561163,612
K84 Kingston University,(CAH16) law,0.49978433171875,804
K84 Kingston University,(CAH17) business and management,0.515150527817603,5449
K84 Kingston University,(CAH22) education and teaching,0.378834854346635,276
L14 Lancaster University,(CAH01) medicine and dentistry,0.428626117832459,29
L14 Lancaster University,(CAH02) subjects allied to medicine,0.424400213498725,12
L14 Lancaster University,(CAH03) biological and sport sciences,0.473053582639523,118
L14 Lancaster University,(CAH07) physical sciences,0.518596572192839,263
L14 Lancaster University,(CAH09) mathematical sciences,0.582677009426744,668
L14 Lancaster University,(CAH10) engineering and technology,0.571588389613463,1248
L14 Lancaster University,(CAH11) computing,0.573228104127153,62
L14 Lancaster University,(CAH15) social sciences,0.52694270444189,1018
L14 Lancaster University,(CAH16) law,0.487373236589899,1173
L14 Lancaster University,(CAH17) business and management,0.514615252235626,4818
L14 Lancaster University,(CAH22) education and teaching,0.449129263449859,132
L17 The University of Law,(CAH16) law,0.478650224713826,1501
L17 The University of Law,(CAH17) business and management,0.478010482059216,54
L23 University of Leeds,(CAH01) medicine and dentistry,0.431517135856049,380
L23 University of Leeds,(CAH02) subjects allied to medicine,0.380535901862301,198
L23 University of Leeds,(CAH03) biological and sport sciences,0.487810796894049,637
L23 University of Leeds,(CAH07) physical sciences,0.508441489956036,1227
L23 University of Leeds,(CAH09) mathematical sciences,0.545306857582933,1390
L23 University of Leeds,(CAH10) engineering and technology,0.539112034634979,1409
L23 University of Leeds,(CAH11) computing,0.60091787937442,65
L23 University of Leeds,"(CAH13) architecture, building and planning",0.47915864766751,21
L23 University of Leeds,(CAH15) social sciences,0.524358388644036,2016
L23 University of Leeds,(CAH16) law,0.479133589970439,1739
L23 University of Leeds,(CAH17) business and management,0.512279468797041,5644
L23 University of Leeds,(CAH22) education and teaching,0.404575202256326,241
L24 Leeds Trinity University,(CAH10) engineering and technology,0.533509296087828,13
L24 Leeds Trinity University,(CAH16) law,0.427298192171591,18
L24 Leeds Trinity University,(CAH17) business and management,0.498574064247363,419
L24 Leeds Trinity University,(CAH22) education and teaching,0.370606354234854,364
L27 Leeds Beckett University,(CAH02) subjects allied to medicine,0.386526200652735,80
L27 Leeds Beckett University,(CAH03) biological and sport sciences,0.45834290114704,113
L27 Leeds Beckett University,(CAH10) engineering and technology,0.531521667631999,1588
L27 Leeds Beckett University,(CAH11) computing,0.610699076818799,56
L27 Leeds Beckett University,"(CAH13) architecture, building and planning",0.465663554404247,827
L27 Leeds Beckett University,(CAH15) social sciences,0.523509816776755,159
L27 Leeds Beckett University,(CAH16) law,0.486537218121044,1222
L27 Leeds Beckett University,(CAH17) business and management,0.501246586893593,10242
L27 Leeds Beckett University,(CAH22) education and teaching,0.403085597369825,1119
L28 Leeds Arts University,"(CAH13) architecture, building and planning",0.456676372265952,22
L30 Leeds Conservatoire,(CAH17) business and management,0.459003633521023,23
L39 University of Lincoln,(CAH01) medicine and dentistry,0.356147002665383,66
L39 University of Lincoln,(CAH02) subjects allied to medicine,0.398241629890755,92
L39 University of Lincoln,(CAH03) biological and sport sciences,0.426873015087841,132
L39 University of Lincoln,(CAH07) physical sciences,0.414343064652877,55
L39 University of Lincoln,(CAH09) mathematical sciences,0.489000610352501,70
L39 University of Lincoln,(CAH10) engineering and technology,0.5475064876938,1346
L39 University of Lincoln,(CAH11) computing,0.473348746683118,13
L39 University of Lincoln,"(CAH13) architecture, building and planning",0.474295762689973,767
L39 University of Lincoln,(CAH15) social sciences,0.519703404807559,61
L39 University of Lincoln,(CAH16) law,0.487251081518281,976
L39 University of Lincoln,(CAH17) business and management,0.50210549645678,4089
L39 University of Lincoln,(CAH22) education and teaching,0.37726721662119,66
L41 University of Liverpool,(CAH01) medicine and dentistry,0.394628292916505,516
L41 University of Liverpool,(CAH02) subjects allied to medicine,0.381795763376906,64
L41 University of Liverpool,(CAH03) biological and sport sciences,0.462532399612504,629
L41 University of Liverpool,(CAH07) physical sciences,0.484884201798278,721
L41 University of Liverpool,(CAH09) mathematical sciences,0.547976116099102,746
L41 University of Liverpool,(CAH10) engineering and technology,0.556314050557101,1496
L41 University of Liverpool,(CAH11) computing,0.498677822645352,14
L41 University of Liverpool,"(CAH13) architecture, building and planning",0.480629305875257,975
L41 University of Liverpool,(CAH15) social sciences,0.529365663727915,690
L41 University of Liverpool,(CAH16) law,0.479740048247341,2306
L41 University of Liverpool,(CAH17) business and management,0.512441466892374,3749
L41 University of Liverpool,(CAH22) education and teaching,0.407134703796803,36
L46 Liverpool Hope University,(CAH03) biological and sport sciences,0.439377435944206,49
L46 Liverpool Hope University,(CAH09) mathematical sciences,0.443941762724922,30
L46 Liverpool Hope University,(CAH10) engineering and technology,0.558226612733966,124
L46 Liverpool Hope University,(CAH11) computing,0.53640490003538,95
L46 Liverpool Hope University,(CAH16) law,0.486445328911685,134
L46 Liverpool Hope University,(CAH17) business and management,0.501071448501805,667
L46 Liverpool Hope University,(CAH22) education and teaching,0.404410105661604,811
L48 Liverpool Institute for Performing Arts,(CAH17) business and management,0.481676338746484,206
L51 Liverpool John Moores University,(CAH02) subjects allied to medicine,0.393887499998477,194
L51 Liverpool John Moores University,(CAH03) biological and sport sciences,0.444992737958319,358
L51 Liverpool John Moores University,(CAH07) physical sciences,0.445604006934913,85
L51 Liverpool John Moores University,(CAH09) mathematical sciences,0.556905227474056,220
L51 Liverpool John Moores University,(CAH10) engineering and technology,0.55185974423274,2402
L51 Liverpool John Moores University,(CAH11) computing,0.589738675163827,78
L51 Liverpool John Moores University,"(CAH13) architecture, building and planning",0.477496186282175,518
L51 Liverpool John Moores University,(CAH15) social sciences,0.491999905961811,86
L51 Liverpool John Moores University,(CAH16) law,0.477578967783837,1382
L51 Liverpool John Moores University,(CAH17) business and management,0.503860183250769,5806
L51 Liverpool John Moores University,(CAH22) education and teaching,0.404880171918501,818
L63 ARU London,(CAH17) business and management,0.537049809882048,20
L68 London Metropolitan University,(CAH07) physical sciences,0.457857045883721,98
L68 London Metropolitan University,(CAH09) mathematical sciences,0.538987420944669,166
L68 London Metropolitan University,(CAH10) engineering and technology,0.587225393663399,1002
L68 London Metropolitan University,(CAH11) computing,0.614144478928627,65
L68 London Metropolitan University,"(CAH13) architecture, building and planning",0.477634477871038,557
L68 London Metropolitan University,(CAH15) social sciences,0.529159820437386,267
L68 London Metropolitan University,(CAH16) law,0.504176286733576,865
L68 London Metropolitan University,(CAH17) business and management,0.507582308742547,5542
L68 London Metropolitan University,(CAH22) education and teaching,0.40331242008666,368
"L72 London School of Economics and Political Science, University of London",(CAH09) mathematical sciences,0.57053593714406,128
"L72 London School of Economics and Political Science, University of London",(CAH10) engineering and technology,0.526372935686456,34
"L72 London School of Economics and Political Science, University of London",(CAH15) social sciences,0.538799299120291,3315
"L72 London School of Economics and Political Science, University of London",(CAH16) law,0.484393045494162,959
"L72 London School of Economics and Political Science, University of London",(CAH17) business and management,0.531735949284046,2366
L75 London South Bank University,(CAH01) medicine and dentistry,0.33445904009357,19
L75 London South Bank University,(CAH02) subjects allied to medicine,0.392813642528792,683
L75 London South Bank University,(CAH03) biological and sport sciences,0.488527071438796,29
L75 London South Bank University,(CAH10) engineering and technology,0.503206179677935,2202
L75 London South Bank University,(CAH11) computing,0.596286328222331,141
L75 London South Bank University,"(CAH13) architecture, building and planning",0.470224402503481,351
L75 London South Bank University,(CAH15) social sciences,0.520783132797181,75
L75 London South Bank University,(CAH16) law,0.489212268640537,653
L75 London South Bank University,(CAH17) business and management,0.507417734041646,4105
L75 London South Bank University,(CAH22) education and teaching,0.37608545436299,121
L77 Loughborough College,(CAH10) engineering and technology,0.449952628886003,41
L77 Loughborough College,(CAH17) business and management,0.464136169580122,141
L79 Loughborough University,(CAH03) biological and sport sciences,0.469117972852474,376
L79 Loughborough University,(CAH07) physical sciences,0.493075446265662,740
L79 Loughborough University,(CAH09) mathematical sciences,0.53833290395776,747
L79 Loughborough University,(CAH10) engineering and technology,0.52894389223715,3025
L79 Loughborough University,(CAH11) computing,0.556514923202434,20
L79 Loughborough University,"(CAH13) architecture, building and planning",0.455313066244804,33
L79 Loughborough University,(CAH15) social sciences,0.535643852528021,1446
L79 Loughborough University,(CAH17) business and management,0.511228127472546,5721
L79 Loughborough University,(CAH22) education and teaching,0.428057855079607,33
L83 LCCM,(CAH17) business and management,0.515017713547868,17
M20 University of Manchester,(CAH01) medicine and dentistry,0.441712192240332,558
M20 University of Manchester,(CAH02) subjects allied to medicine,0.40540577622917,424
M20 University of Manchester,(CAH03) biological and sport sciences,0.499730055203305,565
M20 University of Manchester,(CAH07) physical sciences,0.513492821104387,1075
M20 University of Manchester,(CAH09) mathematical sciences,0.560306077909208,1368
M20 University of Manchester,(CAH10) engineering and technology,0.577508781487961,2432
M20 University of Manchester,(CAH11) computing,0.562927046273557,33
M20 University of Manchester,"(CAH13) architecture, building and planning",0.486371637082047,986
M20 University of Manchester,(CAH15) social sciences,0.52202869816784,2827
M20 University of Manchester,(CAH16) law,0.483772727751965,1871
M20 University of Manchester,(CAH17) business and management,0.516890986877028,6541
M20 University of Manchester,(CAH22) education and teaching,0.465569441225727,92
M40 Manchester Metropolitan University,(CAH02) subjects allied to medicine,0.375478711448866,123
M40 Manchester Metropolitan University,(CAH03) biological and sport sciences,0.465643369299513,444
M40 Manchester Metropolitan University,(CAH07) physical sciences,0.471679362035272,495
M40 Manchester Metropolitan University,(CAH09) mathematical sciences,0.544493273503063,442
M40 Manchester Metropolitan University,(CAH10) engineering and technology,0.560901025228556,2295
M40 Manchester Metropolitan University,(CAH11) computing,0.582056506917316,134
M40 Manchester Metropolitan University,"(CAH13) architecture, building and planning",0.436686643865743,207
M40 Manchester Metropolitan University,(CAH15) social sciences,0.523463292184844,692
M40 Manchester Metropolitan University,(CAH16) law,0.486485402993731,1372
M40 Manchester Metropolitan University,(CAH17) business and management,0.508665594935765,12166
M40 Manchester Metropolitan University,(CAH22) education and teaching,0.3901721748891,1094
M78 Middlesbrough College,(CAH10) engineering and technology,0.457915671517979,30
M80 Middlesex University,(CAH01) medicine and dentistry,0.351289433255935,93
M80 Middlesex University,(CAH02) subjects allied to medicine,0.360608980538282,373
M80 Middlesex University,(CAH03) biological and sport sciences,0.423922992177587,25
M80 Middlesex University,(CAH07) physical sciences,0.349059875779087,16
M80 Middlesex University,(CAH09) mathematical sciences,0.521811124804339,56
M80 Middlesex University,(CAH10) engineering and technology,0.584500447966536,1452
M80 Middlesex University,(CAH11) computing,0.582024992737571,366
M80 Middlesex University,"(CAH13) architecture, building and planning",0.481158320961957,224
M80 Middlesex University,(CAH15) social sciences,0.519270419859837,251
M80 Middlesex University,(CAH16) law,0.496205540333089,769
M80 Middlesex University,(CAH17) business and management,0.515064926427623,6564
M80 Middlesex University,(CAH22) education and teaching,0.397822906961061,484
M93 Moulton College,(CAH17) business and management,0.394324708884414,23
N21 Newcastle University,(CAH01) medicine and dentistry,0.445614791558609,550
N21 Newcastle University,(CAH03) biological and sport sciences,0.477336677922326,969
N21 Newcastle University,(CAH07) physical sciences,0.485701621739514,530
N21 Newcastle University,(CAH09) mathematical sciences,0.537497268095138,860
N21 Newcastle University,(CAH10) engineering and technology,0.54708549949731,1552
N21 Newcastle University,(CAH11) computing,0.648532896851529,13
N21 Newcastle University,"(CAH13) architecture, building and planning",0.472723249756213,1085
N21 Newcastle University,(CAH15) social sciences,0.523195890206451,1118
N21 Newcastle University,(CAH16) law,0.475572039186015,1278
N21 Newcastle University,(CAH17) business and management,0.509563282457873,4995
N21 Newcastle University,(CAH22) education and teaching,0.379896237356833,71
N23 Newcastle College University Centre,(CAH10) engineering and technology,0.454590604861407,310
N23 Newcastle College University Centre,(CAH11) computing,0.553095051676202,19
N23 Newcastle College University Centre,(CAH17) business and management,0.487908244824801,240
N23 Newcastle College University Centre,(CAH22) education and teaching,0.365875763704758,28
N31 Newham College of Further Education,(CAH17) business and management,0.442901149759687,20
N36 Birmingham Newman University,(CAH10) engineering and technology,0.513237983141511,10
N36 Birmingham Newman University,(CAH17) business and management,0.517814117345631,105
N36 Birmingham Newman University,(CAH22) education and teaching,0.399472172759813,443
N38 University of Northampton,(CAH02) subjects allied to medicine,0.375951267098443,224
N38 University of Northampton,(CAH03) biological and sport sciences,0.440999054756517,88
N38 University of Northampton,(CAH10) engineering and technology,0.569018331004155,774
N38 University of Northampton,(CAH11) computing,0.55068390541414,11
N38 University of Northampton,"(CAH13) architecture, building and planning",0.434690574259324,36
N38 University of Northampton,(CAH15) social sciences,0.524515820591923,131
N38 University of Northampton,(CAH16) law,0.499626361261636,555
N38 University of Northampton,(CAH17) business and management,0.508590142636503,4128
N38 University of Northampton,(CAH22) education and teaching,0.380933412697347,587
N39 Norwich University of the Arts,(CAH10) engineering and technology,0.528598449164822,24
N39 Norwich University of the Arts,"(CAH13) architecture, building and planning",0.471685175013595,58
N54 New College Swindon,(CAH17) business and management,0.444251874614466,13
N57 North Hertfordshire College,(CAH17) business and management,0.520620755511686,18
"N77 Northumbria University, Newcastle",(CAH02) subjects allied to medicine,0.379054659520539,354
"N77 Northumbria University, Newcastle",(CAH03) biological and sport sciences,0.474205492179329,145
"N77 Northumbria University, Newcastle",(CAH07) physical sciences,0.462076374225152,250
"N77 Northumbria University, Newcastle",(CAH09) mathematical sciences,0.568359196554756,253
"N77 Northumbria University, Newcastle",(CAH10) engineering and technology,0.548802169239484,2153
"N77 Northumbria University, Newcastle",(CAH11) computing,0.62975489968141,50
"N77 Northumbria University, Newcastle","(CAH13) architecture, building and planning",0.468850746900394,543
"N77 Northumbria University, Newcastle",(CAH15) social sciences,0.498555907113851,92
"N77 Northumbria University, Newcastle",(CAH16) law,0.479179640857742,870
"N77 Northumbria University, Newcastle",(CAH17) business and management,0.502868499297644,8647
"N77 Northumbria University, Newcastle",(CAH22) education and teaching,0.386116571471588,354
N79 North Warwickshire and South Leicestershire College,(CAH10) engineering and technology,0.42339977767905,20
N79 North Warwickshire and South Leicestershire College,(CAH17) business and management,0.441843968606745,17
N84 University of Nottingham,(CAH01) medicine and dentistry,0.415250181382309,809
N84 University of Nottingham,(CAH02) subjects allied to medicine,0.39297107490061,283
N84 University of Nottingham,(CAH03) biological and sport sciences,0.479535462111687,597
N84 University of Nottingham,(CAH07) physical sciences,0.517134050572546,1071
