ucas_provider,cah1,exposure_alljobs_beta,n_people
W75 University of Wolverhampton,(CAH02) subjects allied to medicine,0.388946736612077,255
W75 University of Wolverhampton,(CAH03) biological and sport sciences,0.46778521783938,85
W75 University of Wolverhampton,(CAH07) physical sciences,0.432810669879863,44
W75 University of Wolverhampton,(CAH09) mathematical sciences,0.529164300301623,128
W75 University of Wolverhampton,(CAH10) engineering and technology,0.549026911045108,1472
W75 University of Wolverhampton,(CAH11) computing,0.586370955931592,171
W75 University of Wolverhampton,"(CAH13) architecture, building and planning",0.468892844696654,89
W75 University of Wolverhampton,(CAH15) social sciences,0.461533721717979,30
W75 University of Wolverhampton,(CAH16) law,0.482290986423037,777
W75 University of Wolverhampton,(CAH17) business and management,0.50730738844103,2853
W75 University of Wolverhampton,(CAH22) education and teaching,0.396030593048477,608
W76 University of Winchester,(CAH09) mathematical sciences,0.559309426141885,10
W76 University of Winchester,(CAH10) engineering and technology,0.488694858891109,30
W76 University of Winchester,(CAH15) social sciences,0.471803133869131,28
W76 University of Winchester,(CAH16) law,0.489755183144598,293
W76 University of Winchester,(CAH17) business and management,0.509212200140568,1693
W76 University of Winchester,(CAH22) education and teaching,0.387854254699869,652
W80 University of Worcester,(CAH02) subjects allied to medicine,0.379269782066353,145
W80 University of Worcester,(CAH03) biological and sport sciences,0.448483023800069,213
W80 University of Worcester,(CAH10) engineering and technology,0.586479126895435,121
W80 University of Worcester,(CAH11) computing,0.589430147367823,37
W80 University of Worcester,(CAH15) social sciences,0.514647260216114,31
W80 University of Worcester,(CAH16) law,0.479075010044104,83
W80 University of Worcester,(CAH17) business and management,0.490268185529276,1383
W80 University of Worcester,(CAH22) education and teaching,0.3879623343292,855
Y50 University of York,(CAH01) medicine and dentistry,0.418551461047279,72
Y50 University of York,(CAH02) subjects allied to medicine,0.388083837391848,106
Y50 University of York,(CAH03) biological and sport sciences,0.529583147754759,404
Y50 University of York,(CAH07) physical sciences,0.525187688721216,656
Y50 University of York,(CAH09) mathematical sciences,0.561459067575042,768
Y50 University of York,(CAH10) engineering and technology,0.59446370151046,576
Y50 University of York,(CAH15) social sciences,0.528103026248947,1978
Y50 University of York,(CAH16) law,0.475349901721016,811
Y50 University of York,(CAH17) business and management,0.527159239944896,1624
Y50 University of York,(CAH22) education and teaching,0.43412542513584,245
Y75 York St John University,(CAH10) engineering and technology,0.604275809385153,67
Y75 York St John University,(CAH11) computing,0.52407222557863,11
Y75 York St John University,(CAH16) law,0.465941291639076,29
Y75 York St John University,(CAH17) business and management,0.488994201992733,956
Y75 York St John University,(CAH22) education and teaching,0.394750976520374,508
