ucas_provider,cah1,exposure_firstjob_beta,n_people
S72 University of Staffordshire,(CAH02) subjects allied to medicine,0.38065638605362,66
S72 University of Staffordshire,(CAH03) biological and sport sciences,0.442058490402451,77
S72 University of Staffordshire,(CAH09) mathematical sciences,0.57204432882444,13
S72 University of Staffordshire,(CAH10) engineering and technology,0.554790726192078,743
S72 University of Staffordshire,(CAH11) computing,0.576068043862443,47
S72 University of Staffordshire,(CAH16) law,0.475993401489884,343
S72 University of Staffordshire,(CAH17) business and management,0.503425169539565,1262
S72 University of Staffordshire,(CAH22) education and teaching,0.394377090195588,120
S75 University of Stirling,(CAH02) subjects allied to medicine,0.382742000234589,242
S75 University of Stirling,(CAH03) biological and sport sciences,0.446475643018833,347
S75 University of Stirling,(CAH09) mathematical sciences,0.566658133718342,108
S75 University of Stirling,(CAH10) engineering and technology,0.621060717828212,199
S75 University of Stirling,(CAH15) social sciences,0.535491066479733,227
S75 University of Stirling,(CAH16) law,0.458045818558665,473
S75 University of Stirling,(CAH17) business and management,0.4972275539213,2035
S75 University of Stirling,(CAH22) education and teaching,0.400770557751427,332
S78 University of Strathclyde,(CAH02) subjects allied to medicine,0.42106010151956,17
S78 University of Strathclyde,(CAH03) biological and sport sciences,0.468764911303981,58
S78 University of Strathclyde,(CAH07) physical sciences,0.472329701755919,539
S78 University of Strathclyde,(CAH09) mathematical sciences,0.53576533556909,495
S78 University of Strathclyde,(CAH10) engineering and technology,0.510846659691835,1864
S78 University of Strathclyde,"(CAH13) architecture, building and planning",0.47177920127395,292
S78 University of Strathclyde,(CAH15) social sciences,0.522237208268967,428
S78 University of Strathclyde,(CAH16) law,0.473693866739065,1241
S78 University of Strathclyde,(CAH17) business and management,0.507933919550669,4489
S78 University of Strathclyde,(CAH22) education and teaching,0.357372378867103,435
S79 Stranmillis University College,(CAH17) business and management,0.45046599487695,44
S79 Stranmillis University College,(CAH22) education and teaching,0.38013746622346,238
S82 University of Suffolk,(CAH02) subjects allied to medicine,0.395565725235541,82
S82 University of Suffolk,(CAH10) engineering and technology,0.539959240565619,313
S82 University of Suffolk,"(CAH13) architecture, building and planning",0.474420066307306,31
S82 University of Suffolk,(CAH16) law,0.414635362906129,30
S82 University of Suffolk,(CAH17) business and management,0.489499313776379,661
S82 University of Suffolk,(CAH22) education and teaching,0.417082951975118,51
S84 University of Sunderland,(CAH02) subjects allied to medicine,0.366243419284027,126
S84 University of Sunderland,(CAH07) physical sciences,0.426503433550185,13
S84 University of Sunderland,(CAH10) engineering and technology,0.554717094766824,816
S84 University of Sunderland,(CAH11) computing,0.570309308916184,54
S84 University of Sunderland,(CAH16) law,0.485106325495612,414
S84 University of Sunderland,(CAH17) business and management,0.497268727082278,3103
S84 University of Sunderland,(CAH22) education and teaching,0.414662211751593,543
S85 University of Surrey,(CAH01) medicine and dentistry,0.332781122643284,45
S85 University of Surrey,(CAH02) subjects allied to medicine,0.384929781366388,291
S85 University of Surrey,(CAH03) biological and sport sciences,0.468709714418111,28
S85 University of Surrey,(CAH07) physical sciences,0.529692548701217,555
S85 University of Surrey,(CAH09) mathematical sciences,0.583617672619311,608
S85 University of Surrey,(CAH10) engineering and technology,0.564087323122755,1371
S85 University of Surrey,(CAH11) computing,0.619024407050558,113
S85 University of Surrey,(CAH15) social sciences,0.5356738259735,818
S85 University of Surrey,(CAH16) law,0.486328078466044,899
S85 University of Surrey,(CAH17) business and management,0.506715704819475,4405
S85 University of Surrey,(CAH22) education and teaching,0.399081959606159,91
S90 University of Sussex,(CAH01) medicine and dentistry,0.478411113431919,86
S90 University of Sussex,(CAH03) biological and sport sciences,0.486624471270805,199
S90 University of Sussex,(CAH07) physical sciences,0.526143657311289,366
S90 University of Sussex,(CAH09) mathematical sciences,0.565420814389996,458
S90 University of Sussex,(CAH10) engineering and technology,0.595051852660591,837
S90 University of Sussex,(CAH11) computing,0.615237320114537,16
S90 University of Sussex,(CAH15) social sciences,0.518820284396625,997
S90 University of Sussex,(CAH16) law,0.478544953364972,1209
S90 University of Sussex,(CAH17) business and management,0.507638288741149,2200
S90 University of Sussex,(CAH22) education and teaching,0.361002984191002,61
S93 Swansea University,(CAH01) medicine and dentistry,0.400097030943674,92
S93 Swansea University,(CAH02) subjects allied to medicine,0.387169411217304,185
S93 Swansea University,(CAH03) biological and sport sciences,0.453261824548885,534
S93 Swansea University,(CAH07) physical sciences,0.500215931796768,361
S93 Swansea University,(CAH09) mathematical sciences,0.529245504942807,457
S93 Swansea University,(CAH10) engineering and technology,0.522407898503115,2485
S93 Swansea University,(CAH15) social sciences,0.525853438069424,724
S93 Swansea University,(CAH16) law,0.479826077382357,1541
S93 Swansea University,(CAH17) business and management,0.505946802256252,2652
S93 Swansea University,(CAH22) education and teaching,0.40413585208195,86
T10 Tameside College,(CAH10) engineering and technology,0.515859026745486,18
T20 Teesside University,(CAH02) subjects allied to medicine,0.380331432929295,230
T20 Teesside University,(CAH03) biological and sport sciences,0.388165631395086,79
T20 Teesside University,(CAH07) physical sciences,0.430267976768153,105
T20 Teesside University,(CAH10) engineering and technology,0.529937826488601,2740
T20 Teesside University,(CAH11) computing,0.602960680087295,114
T20 Teesside University,"(CAH13) architecture, building and planning",0.476158946323607,96
T20 Teesside University,(CAH15) social sciences,0.520770800959128,13
T20 Teesside University,(CAH16) law,0.476327907747639,474
T20 Teesside University,(CAH17) business and management,0.499842037028254,1825
T20 Teesside University,(CAH22) education and teaching,0.40751153836481,211
T80 University of Wales Trinity Saint David,(CAH10) engineering and technology,0.496691481335567,793
T80 University of Wales Trinity Saint David,(CAH11) computing,0.57522414817525,25
T80 University of Wales Trinity Saint David,"(CAH13) architecture, building and planning",0.482096903949666,20
T80 University of Wales Trinity Saint David,(CAH16) law,0.487979335470714,23
T80 University of Wales Trinity Saint David,(CAH17) business and management,0.470385473375226,1151
T80 University of Wales Trinity Saint David,(CAH22) education and teaching,0.39465590383698,491
U10 UCFB,(CAH17) business and management,0.43399951862829,903
U10 UCFB,(CAH22) education and teaching,0.371624306489555,20
U20 Ulster University,(CAH01) medicine and dentistry,0.455821666122792,36
U20 Ulster University,(CAH02) subjects allied to medicine,0.369092564900321,131
U20 Ulster University,(CAH03) biological and sport sciences,0.478832712559508,46
U20 Ulster University,(CAH09) mathematical sciences,0.603585510388842,33
U20 Ulster University,(CAH10) engineering and technology,0.551203295966875,2737
U20 Ulster University,(CAH11) computing,0.607689552866954,166
U20 Ulster University,"(CAH13) architecture, building and planning",0.468935261334085,155
U20 Ulster University,(CAH15) social sciences,0.519015954666241,163
U20 Ulster University,(CAH16) law,0.481568442449046,737
U20 Ulster University,(CAH17) business and management,0.508371570941451,6568
U20 Ulster University,(CAH22) education and teaching,0.4585526123941,81
U40 University of the West of Scotland,(CAH02) subjects allied to medicine,0.381979953087322,363
U40 University of the West of Scotland,(CAH03) biological and sport sciences,0.423973829413478,56
U40 University of the West of Scotland,(CAH07) physical sciences,0.469460825995619,154
U40 University of the West of Scotland,(CAH10) engineering and technology,0.53160790042343,1865
U40 University of the West of Scotland,(CAH11) computing,0.602733399044565,164
U40 University of the West of Scotland,(CAH15) social sciences,0.492611332314045,34
U40 University of the West of Scotland,(CAH16) law,0.48963144891756,238
U40 University of the West of Scotland,(CAH17) business and management,0.504311374108996,3557
U40 University of the West of Scotland,(CAH22) education and teaching,0.385158519578626,206
U65 University of the Arts London,(CAH10) engineering and technology,0.537073369792087,33
U65 University of the Arts London,"(CAH13) architecture, building and planning",0.477812516099876,358
U65 University of the Arts London,(CAH17) business and management,0.498565451026,2186
U80 UCL (University College London),(CAH01) medicine and dentistry,0.457030501805215,1076
U80 UCL (University College London),(CAH03) biological and sport sciences,0.502060202270854,281
U80 UCL (University College London),(CAH07) physical sciences,0.547225514702774,825
U80 UCL (University College London),(CAH09) mathematical sciences,0.553818329737717,884
U80 UCL (University College London),(CAH10) engineering and technology,0.554536213289054,1226
U80 UCL (University College London),(CAH11) computing,0.638271567782764,12
U80 UCL (University College London),"(CAH13) architecture, building and planning",0.482053836401307,689
U80 UCL (University College London),(CAH15) social sciences,0.537678915560812,2114
U80 UCL (University College London),(CAH16) law,0.480064338790047,888
U80 UCL (University College London),(CAH17) business and management,0.528008043058512,1554
U80 UCL (University College London),(CAH22) education and teaching,0.440100952459762,296
"U95 Harrow, Richmond & Uxbridge College",(CAH10) engineering and technology,0.46213208178928,102
"U95 Harrow, Richmond & Uxbridge College",(CAH11) computing,0.468388031680991,28
"U95 Harrow, Richmond & Uxbridge College",(CAH17) business and management,0.429759455984215,44
W01 University of South Wales,(CAH02) subjects allied to medicine,0.380061965237882,189
W01 University of South Wales,(CAH03) biological and sport sciences,0.437969418533092,286
W01 University of South Wales,(CAH07) physical sciences,0.456254740076864,145
W01 University of South Wales,(CAH09) mathematical sciences,0.564001581210016,180
W01 University of South Wales,(CAH10) engineering and technology,0.503391257299951,2307
W01 University of South Wales,(CAH11) computing,0.582358594963206,112
W01 University of South Wales,"(CAH13) architecture, building and planning",0.492823987724162,19
W01 University of South Wales,(CAH15) social sciences,0.557490993033469,13
W01 University of South Wales,(CAH16) law,0.477809904370626,516
W01 University of South Wales,(CAH17) business and management,0.50447506618452,2915
W01 University of South Wales,(CAH22) education and teaching,0.406871056014548,361
W05 University of West London,(CAH01) medicine and dentistry,0.475195384638261,109
W05 University of West London,(CAH02) subjects allied to medicine,0.398728949685094,310
W05 University of West London,(CAH10) engineering and technology,0.527639787447635,517
W05 University of West London,(CAH11) computing,0.574686672415034,54
W05 University of West London,"(CAH13) architecture, building and planning",0.521910509676911,18
W05 University of West London,(CAH15) social sciences,0.447637273266423,10
W05 University of West London,(CAH16) law,0.489245113809623,351
W05 University of West London,(CAH17) business and management,0.480153987383799,3600
W05 University of West London,(CAH22) education and teaching,0.379565147181168,60
W20 University of Warwick,(CAH01) medicine and dentistry,0.44476507232136,242
W20 University of Warwick,(CAH03) biological and sport sciences,0.547085425316301,29
W20 University of Warwick,(CAH07) physical sciences,0.534727404007503,944
W20 University of Warwick,(CAH09) mathematical sciences,0.578002053975976,1935
W20 University of Warwick,(CAH10) engineering and technology,0.558115947272131,1555
W20 University of Warwick,(CAH15) social sciences,0.536410108401745,2896
W20 University of Warwick,(CAH16) law,0.481295635816413,1313
W20 University of Warwick,(CAH17) business and management,0.521368144095084,1135
W20 University of Warwick,(CAH22) education and teaching,0.415546484624342,140
W25 Warwickshire College and University Centre,(CAH02) subjects allied to medicine,0.272655103927327,14
W25 Warwickshire College and University Centre,(CAH10) engineering and technology,0.38535647297362,59
W25 Warwickshire College and University Centre,(CAH17) business and management,0.443139109868486,65
W46 West Suffolk College,(CAH10) engineering and technology,0.476474901553726,26
W46 West Suffolk College,(CAH17) business and management,0.486998747067139,12
W47 University Centre Weston,(CAH17) business and management,0.517140201022593,10
"W50 University of Westminster, London",(CAH01) medicine and dentistry,0.344830268580319,111
"W50 University of Westminster, London",(CAH03) biological and sport sciences,0.488499156271009,60
"W50 University of Westminster, London",(CAH09) mathematical sciences,0.541421159595452,14
"W50 University of Westminster, London",(CAH10) engineering and technology,0.596107284317038,2033
"W50 University of Westminster, London",(CAH11) computing,0.616553543330109,43
"W50 University of Westminster, London","(CAH13) architecture, building and planning",0.472334338859714,932
"W50 University of Westminster, London",(CAH15) social sciences,0.509171741236507,183
"W50 University of Westminster, London",(CAH16) law,0.489975146797341,1540
"W50 University of Westminster, London",(CAH17) business and management,0.511835232683484,7864
W52 Capital City College,(CAH17) business and management,0.427649631391352,95
W65 West Thames College,(CAH10) engineering and technology,0.47480381091378,14
W65 West Thames College,(CAH17) business and management,0.483729082608943,14
W67 Wigan and Leigh College,(CAH10) engineering and technology,0.50009148964361,13
W67 Wigan and Leigh College,(CAH17) business and management,0.473268489907878,12
W75 University of Wolverhampton,(CAH01) medicine and dentistry,0.502968609414384,11
W75 University of Wolverhampton,(CAH02) subjects allied to medicine,0.390514246650543,255
W75 University of Wolverhampton,(CAH03) biological and sport sciences,0.457877613236887,85
W75 University of Wolverhampton,(CAH07) physical sciences,0.43221101311131,44
W75 University of Wolverhampton,(CAH09) mathematical sciences,0.517281667339813,128
W75 University of Wolverhampton,(CAH10) engineering and technology,0.548526955989465,1472
W75 University of Wolverhampton,(CAH11) computing,0.588008877041774,171
W75 University of Wolverhampton,"(CAH13) architecture, building and planning",0.470447378916412,89
W75 University of Wolverhampton,(CAH15) social sciences,0.422407193963948,30
W75 University of Wolverhampton,(CAH16) law,0.480544500628305,777
W75 University of Wolverhampton,(CAH17) business and management,0.506645829632303,2853
W75 University of Wolverhampton,(CAH22) education and teaching,0.393909590697727,608
W76 University of Winchester,(CAH09) mathematical sciences,0.500914087921115,10
W76 University of Winchester,(CAH10) engineering and technology,0.479859970971773,30
W76 University of Winchester,(CAH15) social sciences,0.493602561021855,28
W76 University of Winchester,(CAH16) law,0.481055768920628,293
W76 University of Winchester,(CAH17) business and management,0.502133760039672,1693
W76 University of Winchester,(CAH22) education and teaching,0.384792212633272,652
W80 University of Worcester,(CAH02) subjects allied to medicine,0.377949799256514,145
W80 University of Worcester,(CAH03) biological and sport sciences,0.442915229217194,213
W80 University of Worcester,(CAH10) engineering and technology,0.582379574838545,121
W80 University of Worcester,(CAH11) computing,0.595143493534289,37
W80 University of Worcester,(CAH15) social sciences,0.519279344570656,31
W80 University of Worcester,(CAH16) law,0.466437796202892,83
W80 University of Worcester,(CAH17) business and management,0.487151380711921,1383
W80 University of Worcester,(CAH22) education and teaching,0.38582418016065,855
Y50 University of York,(CAH01) medicine and dentistry,0.428463351972506,72
Y50 University of York,(CAH02) subjects allied to medicine,0.380786366463714,106
Y50 University of York,(CAH03) biological and sport sciences,0.524767237281154,404
Y50 University of York,(CAH07) physical sciences,0.523478193980302,656
Y50 University of York,(CAH09) mathematical sciences,0.553503995675866,768
Y50 University of York,(CAH10) engineering and technology,0.590243122523965,576
Y50 University of York,(CAH15) social sciences,0.525449552618959,1978
Y50 University of York,(CAH16) law,0.466668985270771,811
Y50 University of York,(CAH17) business and management,0.522347732869842,1624
Y50 University of York,(CAH22) education and teaching,0.429275069958127,245
Y75 York St John University,(CAH10) engineering and technology,0.594712102756182,67
Y75 York St John University,(CAH11) computing,0.528728388180308,11
Y75 York St John University,(CAH16) law,0.459744917932672,29
Y75 York St John University,(CAH17) business and management,0.483534839973337,956
Y75 York St John University,(CAH22) education and teaching,0.395448816615613,508
