ucas_provider,cah1,exposure_firstjob_beta,n_people
L27 Leeds Beckett University,(CAH15) social sciences,0.520647815811328,159
L27 Leeds Beckett University,(CAH16) law,0.481092077668833,1222
L27 Leeds Beckett University,(CAH17) business and management,0.497566760180115,10242
L27 Leeds Beckett University,(CAH22) education and teaching,0.403354959618253,1119
L28 Leeds Arts University,"(CAH13) architecture, building and planning",0.459164308381472,22
L30 Leeds Conservatoire,(CAH17) business and management,0.447902788926525,23
L39 University of Lincoln,(CAH01) medicine and dentistry,0.356113162753204,66
L39 University of Lincoln,(CAH02) subjects allied to medicine,0.390720278924608,92
L39 University of Lincoln,(CAH03) biological and sport sciences,0.431517938130174,132
L39 University of Lincoln,(CAH07) physical sciences,0.398863007840926,55
L39 University of Lincoln,(CAH09) mathematical sciences,0.467172062254464,70
L39 University of Lincoln,(CAH10) engineering and technology,0.544662872480397,1346
L39 University of Lincoln,(CAH11) computing,0.478982119729182,13
L39 University of Lincoln,"(CAH13) architecture, building and planning",0.471415526977066,767
L39 University of Lincoln,(CAH15) social sciences,0.486090862212914,61
L39 University of Lincoln,(CAH16) law,0.479685155617316,976
L39 University of Lincoln,(CAH17) business and management,0.498859334092659,4089
L39 University of Lincoln,(CAH22) education and teaching,0.361533927766089,66
L41 University of Liverpool,(CAH01) medicine and dentistry,0.389886578440242,516
L41 University of Liverpool,(CAH02) subjects allied to medicine,0.380364510529216,64
L41 University of Liverpool,(CAH03) biological and sport sciences,0.459234404215525,629
L41 University of Liverpool,(CAH07) physical sciences,0.47838529254382,721
L41 University of Liverpool,(CAH09) mathematical sciences,0.544667567434314,746
L41 University of Liverpool,(CAH10) engineering and technology,0.551641311996792,1496
L41 University of Liverpool,(CAH11) computing,0.489067333642727,14
L41 University of Liverpool,"(CAH13) architecture, building and planning",0.478395590018693,975
L41 University of Liverpool,(CAH15) social sciences,0.527535234106479,690
L41 University of Liverpool,(CAH16) law,0.474120490546574,2306
L41 University of Liverpool,(CAH17) business and management,0.508202003258138,3749
L41 University of Liverpool,(CAH22) education and teaching,0.394440006317473,36
L46 Liverpool Hope University,(CAH03) biological and sport sciences,0.435743716026716,49
L46 Liverpool Hope University,(CAH09) mathematical sciences,0.425078678915898,30
L46 Liverpool Hope University,(CAH10) engineering and technology,0.553449168958855,124
L46 Liverpool Hope University,(CAH11) computing,0.53590425516787,95
L46 Liverpool Hope University,(CAH16) law,0.464841493971454,134
L46 Liverpool Hope University,(CAH17) business and management,0.49809605345053,667
L46 Liverpool Hope University,(CAH22) education and teaching,0.402652438786697,811
L48 Liverpool Institute for Performing Arts,(CAH17) business and management,0.479208082527099,206
L51 Liverpool John Moores University,(CAH02) subjects allied to medicine,0.391022715793231,194
L51 Liverpool John Moores University,(CAH03) biological and sport sciences,0.441207166786375,358
L51 Liverpool John Moores University,(CAH07) physical sciences,0.432426084751161,85
L51 Liverpool John Moores University,(CAH09) mathematical sciences,0.545841217246057,220
L51 Liverpool John Moores University,(CAH10) engineering and technology,0.549200319868791,2402
L51 Liverpool John Moores University,(CAH11) computing,0.5899999702463,78
L51 Liverpool John Moores University,"(CAH13) architecture, building and planning",0.474336281008452,518
L51 Liverpool John Moores University,(CAH15) social sciences,0.487844288246291,86
L51 Liverpool John Moores University,(CAH16) law,0.473845267978276,1382
L51 Liverpool John Moores University,(CAH17) business and management,0.49845453348814,5806
L51 Liverpool John Moores University,(CAH22) education and teaching,0.404615749749999,818
L63 ARU London,(CAH17) business and management,0.551142500802106,20
L68 London Metropolitan University,(CAH07) physical sciences,0.452740373219461,98
L68 London Metropolitan University,(CAH09) mathematical sciences,0.536057787169829,166
L68 London Metropolitan University,(CAH10) engineering and technology,0.583487564192989,1002
L68 London Metropolitan University,(CAH11) computing,0.616023634091435,65
L68 London Metropolitan University,"(CAH13) architecture, building and planning",0.477471606672308,557
L68 London Metropolitan University,(CAH15) social sciences,0.531256244048242,267
L68 London Metropolitan University,(CAH16) law,0.504129322842368,865
L68 London Metropolitan University,(CAH17) business and management,0.506070143459486,5542
L68 London Metropolitan University,(CAH22) education and teaching,0.396948117076868,368
"L72 London School of Economics and Political Science, University of London",(CAH09) mathematical sciences,0.565323921912022,128
"L72 London School of Economics and Political Science, University of London",(CAH10) engineering and technology,0.526013163079974,34
"L72 London School of Economics and Political Science, University of London",(CAH15) social sciences,0.53712854974058,3315
"L72 London School of Economics and Political Science, University of London",(CAH16) law,0.48125822826349,959
"L72 London School of Economics and Political Science, University of London",(CAH17) business and management,0.532372688470748,2366
L75 London South Bank University,(CAH01) medicine and dentistry,0.338332756591843,19
L75 London South Bank University,(CAH02) subjects allied to medicine,0.394767733416152,683
L75 London South Bank University,(CAH03) biological and sport sciences,0.472676334450511,29
L75 London South Bank University,(CAH10) engineering and technology,0.499767750111063,2202
L75 London South Bank University,(CAH11) computing,0.590030734768691,141
L75 London South Bank University,"(CAH13) architecture, building and planning",0.467423942993441,351
L75 London South Bank University,(CAH15) social sciences,0.525150620183305,75
L75 London South Bank University,(CAH16) law,0.490341400964645,653
L75 London South Bank University,(CAH17) business and management,0.504000125673568,4105
L75 London South Bank University,(CAH22) education and teaching,0.373910174917502,121
L77 Loughborough College,(CAH10) engineering and technology,0.459926121754243,41
L77 Loughborough College,(CAH17) business and management,0.471288258797811,141
L79 Loughborough University,(CAH03) biological and sport sciences,0.464371451927637,376
L79 Loughborough University,(CAH07) physical sciences,0.489887823247449,740
L79 Loughborough University,(CAH09) mathematical sciences,0.534657364414943,747
L79 Loughborough University,(CAH10) engineering and technology,0.52797563212733,3025
L79 Loughborough University,(CAH11) computing,0.561722536223568,20
L79 Loughborough University,"(CAH13) architecture, building and planning",0.44520275236715,33
L79 Loughborough University,(CAH15) social sciences,0.530988167324031,1446
L79 Loughborough University,(CAH17) business and management,0.510067915008671,5721
L79 Loughborough University,(CAH22) education and teaching,0.41971386098046,33
L83 LCCM,(CAH17) business and management,0.505182359842463,17
M20 University of Manchester,(CAH01) medicine and dentistry,0.440207520434264,558
M20 University of Manchester,(CAH02) subjects allied to medicine,0.401896091579144,424
M20 University of Manchester,(CAH03) biological and sport sciences,0.497330193098107,565
M20 University of Manchester,(CAH07) physical sciences,0.509753217487385,1075
M20 University of Manchester,(CAH09) mathematical sciences,0.55786773922093,1368
M20 University of Manchester,(CAH10) engineering and technology,0.576610772791555,2432
M20 University of Manchester,(CAH11) computing,0.562244556402432,33
M20 University of Manchester,"(CAH13) architecture, building and planning",0.484921368054094,986
M20 University of Manchester,(CAH15) social sciences,0.519072832965151,2827
M20 University of Manchester,(CAH16) law,0.479184919202809,1871
M20 University of Manchester,(CAH17) business and management,0.514796687465495,6541
M20 University of Manchester,(CAH22) education and teaching,0.457543066977653,92
M40 Manchester Metropolitan University,(CAH02) subjects allied to medicine,0.374780252614959,123
M40 Manchester Metropolitan University,(CAH03) biological and sport sciences,0.458668323321387,444
M40 Manchester Metropolitan University,(CAH07) physical sciences,0.464857171942378,495
M40 Manchester Metropolitan University,(CAH09) mathematical sciences,0.527891981891535,442
M40 Manchester Metropolitan University,(CAH10) engineering and technology,0.553715722549084,2295
M40 Manchester Metropolitan University,(CAH11) computing,0.577646237503449,134
M40 Manchester Metropolitan University,"(CAH13) architecture, building and planning",0.436929947863152,207
M40 Manchester Metropolitan University,(CAH15) social sciences,0.521003385730103,692
M40 Manchester Metropolitan University,(CAH16) law,0.483315700029742,1372
M40 Manchester Metropolitan University,(CAH17) business and management,0.504753720023234,12166
M40 Manchester Metropolitan University,(CAH22) education and teaching,0.386463612099044,1094
M78 Middlesbrough College,(CAH10) engineering and technology,0.468012633919233,30
M80 Middlesex University,(CAH01) medicine and dentistry,0.344527828420205,93
M80 Middlesex University,(CAH02) subjects allied to medicine,0.358429871899096,373
M80 Middlesex University,(CAH03) biological and sport sciences,0.420162369071238,25
M80 Middlesex University,(CAH07) physical sciences,0.353987005768259,16
M80 Middlesex University,(CAH09) mathematical sciences,0.512947073518034,56
M80 Middlesex University,(CAH10) engineering and technology,0.582845731567892,1452
M80 Middlesex University,(CAH11) computing,0.577198761453507,366
M80 Middlesex University,"(CAH13) architecture, building and planning",0.477571311698312,224
M80 Middlesex University,(CAH15) social sciences,0.510393495244825,251
M80 Middlesex University,(CAH16) law,0.488748217959528,769
M80 Middlesex University,(CAH17) business and management,0.512464981039421,6564
M80 Middlesex University,(CAH22) education and teaching,0.39751793693647,484
M93 Moulton College,(CAH17) business and management,0.401374963630613,23
N21 Newcastle University,(CAH01) medicine and dentistry,0.435070271028958,550
N21 Newcastle University,(CAH03) biological and sport sciences,0.473627159121593,969
N21 Newcastle University,(CAH07) physical sciences,0.479968271640146,530
N21 Newcastle University,(CAH09) mathematical sciences,0.528643042550973,860
N21 Newcastle University,(CAH10) engineering and technology,0.543131448738795,1552
N21 Newcastle University,(CAH11) computing,0.654762886801025,13
N21 Newcastle University,"(CAH13) architecture, building and planning",0.468627011130492,1085
N21 Newcastle University,(CAH15) social sciences,0.521672503438132,1118
N21 Newcastle University,(CAH16) law,0.470208780762521,1278
N21 Newcastle University,(CAH17) business and management,0.505127143594729,4995
N21 Newcastle University,(CAH22) education and teaching,0.370682943051145,71
N23 Newcastle College University Centre,(CAH10) engineering and technology,0.445046028743615,310
N23 Newcastle College University Centre,(CAH11) computing,0.534199190573967,19
N23 Newcastle College University Centre,(CAH17) business and management,0.484902896313228,240
N23 Newcastle College University Centre,(CAH22) education and teaching,0.362256143912033,28
N31 Newham College of Further Education,(CAH17) business and management,0.426569713932395,20
N36 Birmingham Newman University,(CAH10) engineering and technology,0.516693235213678,10
N36 Birmingham Newman University,(CAH17) business and management,0.515790895264231,105
N36 Birmingham Newman University,(CAH22) education and teaching,0.396422718316114,443
N38 University of Northampton,(CAH02) subjects allied to medicine,0.372793382613213,224
N38 University of Northampton,(CAH03) biological and sport sciences,0.436934136795371,88
N38 University of Northampton,(CAH10) engineering and technology,0.567655958340921,774
N38 University of Northampton,(CAH11) computing,0.547005716345559,11
N38 University of Northampton,"(CAH13) architecture, building and planning",0.417874608812413,36
N38 University of Northampton,(CAH15) social sciences,0.518737493727572,131
N38 University of Northampton,(CAH16) law,0.498575035755859,555
N38 University of Northampton,(CAH17) business and management,0.505101736260469,4128
N38 University of Northampton,(CAH22) education and teaching,0.378521249820112,587
N39 Norwich University of the Arts,(CAH10) engineering and technology,0.539333623701061,24
N39 Norwich University of the Arts,"(CAH13) architecture, building and planning",0.466555673411787,58
N54 New College Swindon,(CAH17) business and management,0.446825099461203,13
N57 North Hertfordshire College,(CAH17) business and management,0.527920651927734,18
"N77 Northumbria University, Newcastle",(CAH02) subjects allied to medicine,0.370655054713337,354
"N77 Northumbria University, Newcastle",(CAH03) biological and sport sciences,0.48008099051447,145
"N77 Northumbria University, Newcastle",(CAH07) physical sciences,0.457761563562864,250
"N77 Northumbria University, Newcastle",(CAH09) mathematical sciences,0.56614183870339,253
"N77 Northumbria University, Newcastle",(CAH10) engineering and technology,0.543448392221059,2153
"N77 Northumbria University, Newcastle",(CAH11) computing,0.621789088497797,50
"N77 Northumbria University, Newcastle","(CAH13) architecture, building and planning",0.46495507269977,543
"N77 Northumbria University, Newcastle",(CAH15) social sciences,0.490858053836653,92
"N77 Northumbria University, Newcastle",(CAH16) law,0.4801335293321,870
"N77 Northumbria University, Newcastle",(CAH17) business and management,0.499500702870218,8647
"N77 Northumbria University, Newcastle",(CAH22) education and teaching,0.387757976458374,354
N79 North Warwickshire and South Leicestershire College,(CAH10) engineering and technology,0.418612774598095,20
N79 North Warwickshire and South Leicestershire College,(CAH17) business and management,0.435867678445976,17
N84 University of Nottingham,(CAH01) medicine and dentistry,0.409829625851922,809
N84 University of Nottingham,(CAH02) subjects allied to medicine,0.388569022207577,283
N84 University of Nottingham,(CAH03) biological and sport sciences,0.472247964020655,597
N84 University of Nottingham,(CAH07) physical sciences,0.511393913151277,1071
N84 University of Nottingham,(CAH09) mathematical sciences,0.554467115993563,1181
N84 University of Nottingham,(CAH10) engineering and technology,0.557533867763421,2213
N84 University of Nottingham,(CAH11) computing,0.505481378281992,12
N84 University of Nottingham,"(CAH13) architecture, building and planning",0.472930684050111,1144
N84 University of Nottingham,(CAH15) social sciences,0.525666526175832,3533
N84 University of Nottingham,(CAH16) law,0.484039228250294,1581
N84 University of Nottingham,(CAH17) business and management,0.511986133535505,3575
N84 University of Nottingham,(CAH22) education and teaching,0.428267378785147,33
N91 Nottingham Trent University,(CAH02) subjects allied to medicine,0.333582897212843,20
N91 Nottingham Trent University,(CAH03) biological and sport sciences,0.401187755902092,580
N91 Nottingham Trent University,(CAH07) physical sciences,0.468582060912474,635
N91 Nottingham Trent University,(CAH09) mathematical sciences,0.529420640983005,489
N91 Nottingham Trent University,(CAH10) engineering and technology,0.543332809121732,1593
N91 Nottingham Trent University,(CAH11) computing,0.633801005866578,68
N91 Nottingham Trent University,"(CAH13) architecture, building and planning",0.471795055472639,849
N91 Nottingham Trent University,(CAH15) social sciences,0.513795881384584,631
N91 Nottingham Trent University,(CAH16) law,0.478966803078564,2793
N91 Nottingham Trent University,(CAH17) business and management,0.499289674661168,11442
N91 Nottingham Trent University,(CAH22) education and teaching,0.388538316102312,867
O12 Oaklands College,(CAH10) engineering and technology,0.469567101282628,28
O12 Oaklands College,(CAH11) computing,0.460374362401182,13
O12 Oaklands College,(CAH17) business and management,0.495929691125193,27
O25 Activate Learning,(CAH10) engineering and technology,0.424685388808295,14
O33 University of Oxford,(CAH01) medicine and dentistry,0.46978463231814,358
O33 University of Oxford,(CAH03) biological and sport sciences,0.515605952761852,81
O33 University of Oxford,(CAH07) physical sciences,0.555466429340512,369
O33 University of Oxford,(CAH09) mathematical sciences,0.55966770372726,523
O33 University of Oxford,(CAH10) engineering and technology,0.57959624932516,273
O33 University of Oxford,(CAH11) computing,0.573771194872154,14
O33 University of Oxford,(CAH15) social sciences,0.521860425443838,1786
O33 University of Oxford,(CAH16) law,0.476465060739792,1393
O33 University of Oxford,(CAH17) business and management,0.522030933643888,1007
O66 Oxford Brookes University,(CAH02) subjects allied to medicine,0.393307936272512,237
O66 Oxford Brookes University,(CAH03) biological and sport sciences,0.47550028691467,338
O66 Oxford Brookes University,(CAH09) mathematical sciences,0.555532722290689,121
O66 Oxford Brookes University,(CAH10) engineering and technology,0.547496435046046,1236
O66 Oxford Brookes University,(CAH11) computing,0.50476775981376,21
O66 Oxford Brookes University,"(CAH13) architecture, building and planning",0.471114264033547,1058
O66 Oxford Brookes University,(CAH15) social sciences,0.515092165398072,220
O66 Oxford Brookes University,(CAH16) law,0.484039731105956,859
O66 Oxford Brookes University,(CAH17) business and management,0.505668114235697,8357
O66 Oxford Brookes University,(CAH22) education and teaching,0.379495490252034,543
P34 Escape Studios,(CAH10) engineering and technology,0.44117236191252,24
P35 Pembrokeshire College,(CAH10) engineering and technology,0.470846808206083,20
P35 Pembrokeshire College,(CAH17) business and management,0.435918884853764,10
P52 Peter Symonds' College,(CAH17) business and management,0.401469049080114,10
P59 Plumpton College,(CAH17) business and management,0.416595587653344,41
P60 University of Plymouth,(CAH01) medicine and dentistry,0.428369813557574,69
P60 University of Plymouth,(CAH02) subjects allied to medicine,0.383559557632705,231
P60 University of Plymouth,(CAH03) biological and sport sciences,0.448807409075683,1085
P60 University of Plymouth,(CAH07) physical sciences,0.461145503796398,272
P60 University of Plymouth,(CAH09) mathematical sciences,0.562318260755216,375
P60 University of Plymouth,(CAH10) engineering and technology,0.543690380476387,1941
P60 University of Plymouth,(CAH11) computing,0.597476091985968,22
P60 University of Plymouth,"(CAH13) architecture, building and planning",0.474842775439496,656
P60 University of Plymouth,(CAH15) social sciences,0.527653378551329,484
P60 University of Plymouth,(CAH16) law,0.490283913838419,771
P60 University of Plymouth,(CAH17) business and management,0.493165627862926,6215
P60 University of Plymouth,(CAH22) education and teaching,0.388263027062018,871
P63 Plymouth Marjon University,(CAH10) engineering and technology,0.480741219126,17
P63 Plymouth Marjon University,(CAH17) business and management,0.440161335886516,80
P63 Plymouth Marjon University,(CAH22) education and teaching,0.386511694018949,389
P80 University of Portsmouth,(CAH01) medicine and dentistry,0.359618054652278,29
P80 University of Portsmouth,(CAH02) subjects allied to medicine,0.352871943154101,51
P80 University of Portsmouth,(CAH03) biological and sport sciences,0.467910452186181,610
P80 University of Portsmouth,(CAH07) physical sciences,0.50145030760808,87
P80 University of Portsmouth,(CAH09) mathematical sciences,0.558647840066184,485
P80 University of Portsmouth,(CAH10) engineering and technology,0.536827939214675,3565
P80 University of Portsmouth,(CAH11) computing,0.617436825985358,51
P80 University of Portsmouth,"(CAH13) architecture, building and planning",0.471864445913893,1080
P80 University of Portsmouth,(CAH15) social sciences,0.528156425302184,517
P80 University of Portsmouth,(CAH16) law,0.488670508489681,822
P80 University of Portsmouth,(CAH17) business and management,0.510109986470804,6234
P80 University of Portsmouth,(CAH22) education and teaching,0.416272249366328,160
"Q25 Queen Margaret University, Edinburgh",(CAH02) subjects allied to medicine,0.402905968776588,75
"Q25 Queen Margaret University, Edinburgh",(CAH03) biological and sport sciences,0.439061221670514,77
"Q25 Queen Margaret University, Edinburgh",(CAH17) business and management,0.476195021674568,1225
Q50 Queen Mary University of London,(CAH01) medicine and dentistry,0.436861123874778,752
Q50 Queen Mary University of London,(CAH03) biological and sport sciences,0.472795639633925,248
Q50 Queen Mary University of London,(CAH07) physical sciences,0.521320851515943,769
Q50 Queen Mary University of London,(CAH09) mathematical sciences,0.547116155964671,1156
Q50 Queen Mary University of London,(CAH10) engineering and technology,0.569716017589301,2457
Q50 Queen Mary University of London,(CAH11) computing,0.59870244055939,22
Q50 Queen Mary University of London,(CAH15) social sciences,0.533980090071531,911
Q50 Queen Mary University of London,(CAH16) law,0.489314759961023,1268
Q50 Queen Mary University of London,(CAH17) business and management,0.521471243749113,2749
Q50 Queen Mary University of London,(CAH22) education and teaching,0.441191873862264,27
Q75 Queen's University Belfast,(CAH01) medicine and dentistry,0.425074247451525,168
Q75 Queen's University Belfast,(CAH02) subjects allied to medicine,0.403477872694434,251
Q75 Queen's University Belfast,(CAH03) biological and sport sciences,0.445048585064294,205
Q75 Queen's University Belfast,(CAH07) physical sciences,0.502175812324069,293
Q75 Queen's University Belfast,(CAH09) mathematical sciences,0.543144069308933,311
Q75 Queen's University Belfast,(CAH10) engineering and technology,0.560484765488694,1457
Q75 Queen's University Belfast,(CAH11) computing,0.664530887980352,272
Q75 Queen's University Belfast,"(CAH13) architecture, building and planning",0.48352230208698,509
Q75 Queen's University Belfast,(CAH15) social sciences,0.537550248755182,389
Q75 Queen's University Belfast,(CAH16) law,0.479658221236767,1529
Q75 Queen's University Belfast,(CAH17) business and management,0.536187466663653,2839
Q75 Queen's University Belfast,(CAH22) education and teaching,0.381722105375594,191
R01 South Eastern Regional College,(CAH10) engineering and technology,0.31555055797781,10
R01 South Eastern Regional College,(CAH17) business and management,0.397672944915643,19
R06 Ravensbourne University London,(CAH10) engineering and technology,0.534600334101974,53
R06 Ravensbourne University London,"(CAH13) architecture, building and planning",0.471524430961592,255
R06 Ravensbourne University London,(CAH17) business and management,0.488747810648834,141
R12 University of Reading,(CAH03) biological and sport sciences,0.457158198039537,231
R12 University of Reading,(CAH07) physical sciences,0.502206314906188,360
R12 University of Reading,(CAH09) mathematical sciences,0.571865006043196,720
R12 University of Reading,(CAH10) engineering and technology,0.62157575260512,721
R12 University of Reading,(CAH11) computing,0.628918621939766,150
R12 University of Reading,"(CAH13) architecture, building and planning",0.464238892899786,200
R12 University of Reading,(CAH15) social sciences,0.516353148709831,1162
R12 University of Reading,(CAH16) law,0.484810336643061,1211
R12 University of Reading,(CAH17) business and management,0.497546409515766,3624
R12 University of Reading,(CAH22) education and teaching,0.3714849107666,280
R18 Regent's University London,(CAH17) business and management,0.505826483485417,858
R20 Richmond American University London,(CAH10) engineering and technology,0.52909998316502,11
R20 Richmond American University London,(CAH15) social sciences,0.5380945002573,32
R20 Richmond American University London,(CAH17) business and management,0.504288113022146,269
R25 Arden University,(CAH10) engineering and technology,0.550349427558334,33
R25 Arden University,(CAH16) law,0.42695912568784,58
R25 Arden University,(CAH17) business and management,0.500044385732484,318
R36 Robert Gordon University,(CAH02) subjects allied to medicine,0.377882005246407,284
R36 Robert Gordon University,(CAH07) physical sciences,0.448397919197703,32
R36 Robert Gordon University,(CAH10) engineering and technology,0.518372991499208,1103
R36 Robert Gordon University,(CAH11) computing,0.56624780345382,14
R36 Robert Gordon University,"(CAH13) architecture, building and planning",0.460397375537571,253
R36 Robert Gordon University,(CAH16) law,0.466232361681034,403
R36 Robert Gordon University,(CAH17) business and management,0.493844585544643,4423
R48 University of Roehampton,(CAH03) biological and sport sciences,0.405304113198037,68
R48 University of Roehampton,(CAH10) engineering and technology,0.530958113302336,209
R48 University of Roehampton,(CAH11) computing,0.619009779606619,45
R48 University of Roehampton,(CAH15) social sciences,0.514625741169389,49
R48 University of Roehampton,(CAH16) law,0.450660162146106,154
R48 University of Roehampton,(CAH17) business and management,0.48945210394456,2373
R48 University of Roehampton,(CAH22) education and teaching,0.376578681146794,939
R51 Rose Bruford College,(CAH10) engineering and technology,0.385884268346464,10
R51 Rose Bruford College,(CAH17) business and management,0.442896504734372,136
R54 Royal Agricultural University,(CAH17) business and management,0.452052481925179,1212
R68 Royal Conservatoire of Scotland,(CAH17) business and management,0.424188836400717,43
R68 Royal Conservatoire of Scotland,(CAH22) education and teaching,0.434409871388274,40
"R72 Royal Holloway, University of London",(CAH03) biological and sport sciences,0.490515264318902,212
"R72 Royal Holloway, University of London",(CAH07) physical sciences,0.54369461716805,159
"R72 Royal Holloway, University of London",(CAH09) mathematical sciences,0.536388704490641,383
"R72 Royal Holloway, University of London",(CAH10) engineering and technology,0.612293819603803,521
"R72 Royal Holloway, University of London",(CAH15) social sciences,0.531557481615051,958
"R72 Royal Holloway, University of London",(CAH16) law,0.467351799407935,251
"R72 Royal Holloway, University of London",(CAH17) business and management,0.508811795134827,1913
"R84 Royal Veterinary College, University of London",(CAH01) medicine and dentistry,0.313055591223505,573
"R84 Royal Veterinary College, University of London",(CAH02) subjects allied to medicine,0.30794584214431,89
"R84 Royal Veterinary College, University of London",(CAH03) biological and sport sciences,0.405449737173834,13
S01 SRUC Scotland's Rural College,(CAH17) business and management,0.430130375254408,122
S03 University of Salford,(CAH01) medicine and dentistry,0.363483504068816,58
S03 University of Salford,(CAH02) subjects allied to medicine,0.37888205195775,390
S03 University of Salford,(CAH03) biological and sport sciences,0.432651079903843,398
S03 University of Salford,(CAH07) physical sciences,0.482245626334637,208
S03 University of Salford,(CAH09) mathematical sciences,0.511813678303376,70
S03 University of Salford,(CAH10) engineering and technology,0.539548662643093,1721
S03 University of Salford,(CAH11) computing,0.573430102186284,70
S03 University of Salford,"(CAH13) architecture, building and planning",0.467398102756591,134
S03 University of Salford,(CAH15) social sciences,0.550137175913991,73
S03 University of Salford,(CAH16) law,0.474903516188656,616
S03 University of Salford,(CAH17) business and management,0.500337947412716,4100
S09 SOAS University of London,(CAH15) social sciences,0.53092594509341,654
S09 SOAS University of London,(CAH16) law,0.489201882557137,503
S09 SOAS University of London,(CAH17) business and management,0.514875195413092,197
S18 University of Sheffield,(CAH01) medicine and dentistry,0.441482742002387,247
S18 University of Sheffield,(CAH02) subjects allied to medicine,0.422012073204856,75
S18 University of Sheffield,(CAH03) biological and sport sciences,0.493309481418868,610
S18 University of Sheffield,(CAH07) physical sciences,0.507287335427505,701
S18 University of Sheffield,(CAH09) mathematical sciences,0.559695234348853,830
S18 University of Sheffield,(CAH10) engineering and technology,0.545618027834097,1532
S18 University of Sheffield,(CAH11) computing,0.586895596567233,11
S18 University of Sheffield,"(CAH13) architecture, building and planning",0.45224805237362,1069
S18 University of Sheffield,(CAH15) social sciences,0.528847113038656,1602
S18 University of Sheffield,(CAH16) law,0.479636122486697,2031
S18 University of Sheffield,(CAH17) business and management,0.519127947255247,2831
S18 University of Sheffield,(CAH22) education and teaching,0.390471285311509,46
S20 South and City College Birmingham,(CAH10) engineering and technology,0.534537360183361,17
S20 South and City College Birmingham,(CAH11) computing,0.553359212541714,16
S20 South and City College Birmingham,(CAH17) business and management,0.489731942050597,22
S21 Sheffield Hallam University,(CAH02) subjects allied to medicine,0.389994191862589,296
S21 Sheffield Hallam University,(CAH03) biological and sport sciences,0.454667644607432,238
S21 Sheffield Hallam University,(CAH07) physical sciences,0.477455067368686,204
S21 Sheffield Hallam University,(CAH09) mathematical sciences,0.563676568772427,480
S21 Sheffield Hallam University,(CAH10) engineering and technology,0.544404690170565,3270
S21 Sheffield Hallam University,(CAH11) computing,0.646170462607001,145
S21 Sheffield Hallam University,"(CAH13) architecture, building and planning",0.465268813946072,507
S21 Sheffield Hallam University,(CAH15) social sciences,0.484630336562047,185
S21 Sheffield Hallam University,(CAH16) law,0.484524785345844,1334
S21 Sheffield Hallam University,(CAH17) business and management,0.504620470919858,10484
S21 Sheffield Hallam University,(CAH22) education and teaching,0.392182873665204,1149
S26 Solihull College & University Centre,(CAH10) engineering and technology,0.449788669223475,31
S26 Solihull College & University Centre,(CAH11) computing,0.444276448478356,10
S26 Solihull College & University Centre,(CAH17) business and management,0.403116168671115,17
S27 University of Southampton,(CAH01) medicine and dentistry,0.431099573541597,415
S27 University of Southampton,(CAH02) subjects allied to medicine,0.381586368144116,426
S27 University of Southampton,(CAH03) biological and sport sciences,0.494507009279221,478
S27 University of Southampton,(CAH07) physical sciences,0.517152689657327,506
S27 University of Southampton,(CAH09) mathematical sciences,0.57067723672522,838
S27 University of Southampton,(CAH10) engineering and technology,0.568105975019316,1109
S27 University of Southampton,(CAH11) computing,0.637878079037387,97
S27 University of Southampton,(CAH15) social sciences,0.535278704215904,1238
S27 University of Southampton,(CAH16) law,0.482168527142982,1014
S27 University of Southampton,(CAH17) business and management,0.516373574253327,2481
S27 University of Southampton,(CAH22) education and teaching,0.400266617251093,207
"S30 Southampton, Solent University",(CAH10) engineering and technology,0.553128471516342,1117
"S30 Southampton, Solent University",(CAH11) computing,0.545229203868816,22
"S30 Southampton, Solent University","(CAH13) architecture, building and planning",0.484979182423933,50
"S30 Southampton, Solent University",(CAH15) social sciences,0.534983777406789,22
"S30 Southampton, Solent University",(CAH16) law,0.488750808520456,384
"S30 Southampton, Solent University",(CAH17) business and management,0.492714437574103,4253
"S30 Southampton, Solent University",(CAH22) education and teaching,0.357413293739893,76
S32 University Centre South Devon,(CAH17) business and management,0.447838655588796,12
S34 University Centre Sparsholt,(CAH03) biological and sport sciences,0.333035618628127,30
S34 University Centre Sparsholt,(CAH17) business and management,0.406856440972815,144
S35 Southport College,(CAH10) engineering and technology,0.497693251359003,15
S36 University of St Andrews,(CAH01) medicine and dentistry,0.434220419117882,271
S36 University of St Andrews,(CAH03) biological and sport sciences,0.48028490267949,435
S36 University of St Andrews,(CAH07) physical sciences,0.511332836744931,315
S36 University of St Andrews,(CAH09) mathematical sciences,0.539595413226644,337
S36 University of St Andrews,(CAH10) engineering and technology,0.619638985310183,215
S36 University of St Andrews,(CAH15) social sciences,0.532897470344442,219
S36 University of St Andrews,(CAH17) business and management,0.519175427264924,205
"S49 St George's (City St George's, University of London)",(CAH01) medicine and dentistry,0.441363272785449,659
"S49 St George's (City St George's, University of London)",(CAH02) subjects allied to medicine,0.411155395410034,29
"S49 St George's (City St George's, University of London)",(CAH03) biological and sport sciences,0.492896869026723,11
"S64 St Mary's University, Twickenham",(CAH03) biological and sport sciences,0.436127439155006,16
"S64 St Mary's University, Twickenham",(CAH07) physical sciences,0.471549267368522,13
"S64 St Mary's University, Twickenham",(CAH16) law,0.494885048852029,144
"S64 St Mary's University, Twickenham",(CAH17) business and management,0.478219001921518,548
"S64 St Mary's University, Twickenham",(CAH22) education and teaching,0.377595178605033,637
